country,designation,points,price,province,variety,winery
France,Les Gravels,89,19.0,Southwest France,Red Blend,Domaine Rotier
France,Les Gravels,89,28.0,Southwest France,White Blend,Domaine Rotier
Germany,Wehlener Sonnenuhr Kabinett,89,26.0,Mosel,Riesling,Dr. Pauly Bergweiler
US,Cheval Rouge Reserve,89,30.0,California,Bordeaux-style Red Blend,BoÃ«tÃ©
Italy,Coniale,89,55.0,Tuscany,Cabernet Sauvignon,Castellare di Castellina
US,Nicholas Estate Reserve,89,46.0,Oregon,Pinot Noir,Anam Cara
US,Fourplay,89,43.0,California,Red Blend,Carhartt Vineyard
US,Thompson Vineyard,89,39.0,California,Syrah,Rideau
Italy,Daniello,89,30.0,Tuscany,Red Blend,Tenuta di Trecciano
Italy,Il Tarabuso,89,45.0,Tuscany,Cabernet Sauvignon,Terre del Marchesato
France,Belleruche,89,15.0,RhÃ´ne Valley,Grenache-Syrah,M. Chapoutier
US,Paderewski Vineyard,89,65.0,California,Zinfandel,Epoch Estate Wines
Chile,Fina Reserva Ensamblaje Cabernet Sauvignon-Malbec-Syrah,89,19.0,Colchagua Valley,Red Blend,Estampa
US,Martinelli,89,60.0,California,Zinfandel,Lone Madrone
US,Momtazi Vineyard,89,44.0,Oregon,Pinot Noir,Kelley Fox
Spain,Val do SalnÃ©s,89,25.0,Galicia,AlbariÃ±o,Mar de Frades
Italy,Carmione,89,30.0,Tuscany,Red Blend,Pratesi
Spain,Brut,89,18.0,Catalonia,Sparkling Blend,Castellroig
US,Dutton Ranch Mill Station Vineyard,92,30.0,California,Chardonnay,Martin Ray
Portugal,Vinhas Velhas Grande Reserva,92,23.0,Douro,Portuguese Red,Castello d'Alba
US,Black Chicken,92,45.0,California,Zinfandel,Robert Biale
US,Cambium,92,125.0,California,Bordeaux-style Red Blend,Sequoia Grove
US,Fergalicious,92,40.0,California,Red Blend,Ferguson Crest
Canada,Cave Spring Vineyard Estate Bottled VQA,92,17.0,Ontario,Riesling,Cave Spring
US,Loner W11-B,92,60.0,California,Chardonnay,Sanguis
US,Hyde Vineyard,92,68.0,California,Chardonnay,Ram's Gate
Portugal,Vinha Pan,92,40.0,Beiras,Baga,Luis Pato
US,Conner Lee,92,32.0,Washington,Chardonnay,Array
US,White Hawk Vineyard,92,45.0,California,Syrah,Vie Winery
US,Celilo Vineyard,92,66.0,Washington,Chardonnay,Woodward Canyon
France,Bruderbach Clos des FrÃ¨res,92,29.0,Alsace,Riesling,Domaine Loew
France,JubilÃ©Ã©,92,63.0,Alsace,Riesling,Hugel
US,Melville Vineyard,92,32.0,California,Chardonnay,Lafond
US,Quail Hill Vineyard,92,55.0,California,Chardonnay,Lynmar
Italy,Canova,92,45.0,Piedmont,Nebbiolo,Ressia
US,Kristen's Cuvee,92,20.0,California,Viognier,Rock Wall
Italy,Sottocastello di Novello Riserva,92,50.0,Piedmont,Nebbiolo,Piazzo Armando
Portugal,Vale de Mata,92,23.0,Lisboa,Portuguese Red,Herdade do Rocim
US,Nielson Vineyard,92,32.0,California,Chardonnay,Byron
Chile,EdiciÃ³n Limitada B,92,30.0,Colchagua Valley,Bordeaux-style Red Blend,Caliterra
US,Collaboration Series,92,35.0,Washington,Viognier,Force Majeure
US,Fort Ross Vineyard,92,44.0,California,Chardonnay,Fort Ross
US,Monarch Mine Vineyards,90,24.0,California,Cabernet Franc,Easton
Germany,Feinherb,90,22.0,Mosel,Riesling,Kirsten
France,Les Marconnets Premier Cru,90,50.0,Burgundy,Pinot Noir,LabourÃ©-Roi
US,Estate Vineyards,90,23.0,California,Pinot Noir,MacMurray Ranch
US,Sundawg Ridge Vineyard,90,49.0,California,Pinot Noir,MacPhail
Germany,Richter Estate,90,17.0,Mosel,Riesling,Max Ferd. Richter
France,Bastion Premier Cru,90,59.0,Burgundy,Chardonnay,Chanson PÃ¨re et Fils
France,Rosenberg,90,24.0,Alsace,Sylvaner,Domaine BarmÃ¨s-Buecher
France,L'Aplomb,90,20.0,Alsace,White Blend,Domaine RieflÃ©-Landmann
France,RÃ©serve,90,20.0,Alsace,Pinot Blanc,Domaine Weinbach
US,Montecillo Vineyard,90,42.0,California,Zinfandel,Ordaz Family Wines
Italy,Bianco Dry,90,22.0,Sicily & Sardinia,Moscato,Planeta
US,Guadalupe Vineyard,90,48.0,Oregon,Pinot Noir,SolÃ©na
Spain,Fincas de la Villa Reserva,90,20.0,Northern Spain,Tempranillo,Bodegas Muriel
Spain,Crianza,90,17.0,Northern Spain,Tempranillo Blend,Burgo Viejo
US,Made with Organically Grown Grapes,90,22.0,California,Merlot,Chacewater
US,Sunny View,94,62.0,California,Pinot Noir,The Calling
US,Wichmann Dundee Estate,94,49.0,Oregon,Pinot Noir,Trisaetum
France,ChÃ¢teau BouscassÃ©,94,25.0,Southwest France,Red Blend,Vignobles Brumont
US,Reserve,94,95.0,California,Cabernet Sauvignon,Frank Family
US,Haynes Old Block,94,55.0,California,Chardonnay,Ancien
France,Dou Barringuet,94,40.0,Southwest France,Tannat-Cabernet,ChÃ¢teau de Gayon
US,CuvÃ©e Sandre,94,68.0,California,Pinot Noir,Demetria
US,Two Barns Vineyard,94,90.0,Oregon,Pinot Noir,Domaine Serene
France,Seigneur de GrÃ©zette,93,25.0,Southwest France,Malbec-Merlot,ChÃ¢teau LagrÃ©zette
US,Rogers Creek,93,60.0,California,Pinot Noir,Cherry Pie
US,Oliver's Vineyard,93,85.0,California,Cabernet Sauvignon,Aperture
US,Ocean's Ghost Babcock Vineyard,93,60.0,California,Pinot Noir,Babcock
Spain,Reserva EdiciÃ³n Especial Sergio HernÃ¡ndez,93,64.0,Northern Spain,Tempranillo,Lleiroso
US,Bien Nacido Vineyard,93,55.0,California,Syrah,Nicora
US,Medici Vineyard,93,48.0,Oregon,Pinot Noir,Patricia Green Cellars
US,Story Vineyard,93,40.0,California,Zinfandel,Renwood
US,Santa Catalina Island Vineyards,93,60.0,California,Chardonnay,Rusack
US,Hughes,93,120.0,California,Cabernet Sauvignon,Sbragia
US,A Ken Forrester Wine Farrow Ranch,93,100.0,California,Cabernet Sauvignon,The Bridge
US,Scottsdale Vineyard,93,34.0,California,Zinfandel,Harney Lane
Spain,Reserva,93,91.0,Northern Spain,Red Blend,Pago de Carraovejas
US,Hendry Vineyard,91,40.0,California,Zinfandel,Rock Wall
Portugal,Lua Cheia em Vinhas Velhas Reserva,91,19.0,Douro,Portuguese White,Wines & Winemakers
Italy,Punggl,91,26.0,Northeastern Italy,Pinot Grigio,Nals Margreid
US,Bald Mountain Vineyard,91,45.0,California,Pinot Noir,Beauregard
Germany,Hochheimer Domdechaney Trocken,91,36.0,Rheingau,Riesling,Domdechant Werner
Germany,Ayler Kupp Kabinett,91,23.0,Mosel,Riesling,BischÃ¶fliche WeingÃ¼ter Trier
Germany,Medium Dry Kabinett,91,25.0,Rheingau,Riesling,Schloss Vollrads
Germany,LÃ¶hrer Berg SpÃ¤tlese,91,21.0,Nahe,Scheurebe,BÃ¼rgermeister Willi Schweinhardt
Germany,Ãrziger WÃ¼rzgarten SpÃ¤tlese,91,28.0,Mosel,Riesling,C.H. Berres
Italy,Manna,91,41.0,Northeastern Italy,White Blend,Franz Haas
US,Oregon Hawks View Vineyard,91,26.0,Oregon,Pinot Gris,Hawks View
US,Estate Grown,91,28.0,California,Chardonnay,J Vineyards & Winery
US,Lorenzo Vineyard,91,38.0,California,Chardonnay,La Follette
US,Jillian's Blend,91,44.0,California,Red Blend,Laird
US,Rodgers Creek Vineyard,91,45.0,California,Pinot Noir,Les Voleurs
Germany,Bernkasteler Badstube SpÃ¤tlese,91,25.0,Mosel,Riesling,Dr. Heidemanns-Bergweiler
Germany,Graacher Himmelreich Auslese,91,38.0,Mosel,Riesling,Dr. Heidemanns-Bergweiler
Germany,Bernkasteler Lay Kabinett,91,22.0,Mosel,Riesling,Dr. Loosen
Germany,Bernkasteler alte Badstube am Doctorberg Kabinett,91,26.0,Mosel,Riesling,Dr. Pauly Bergweiler
Germany,Scharzhofberger Kabinett,91,23.0,Mosel,Riesling,BischÃ¶fliche WeingÃ¼ter Trier
Germany,Trittenheimer Apotheke Auslese,91,23.0,Mosel,Riesling,Bollig-Lehnert
US,Griva Vineyard Late Harvest,91,50.0,California,Sauvignon Blanc,Bernardus
Italy,Lahn,91,21.0,Northeastern Italy,Sauvignon,Cantina Produttori San Michele Appiano
Portugal,Cabriz Reserva,91,16.0,DÃ£o,Portuguese Red,DÃ£o Sul
France,Les Monts de Boncourt,91,60.0,Burgundy,Chardonnay,Domaine de Bellene
Australia,The Dagger,90,20.0,South Australia,Pinot Noir,Riposte
Italy,Cannubi Boschis,90,75.0,Piedmont,Nebbiolo,Virna Borgogno
Portugal,Casa Velha Colheita Seleccionada,90,33.0,Douro,Portuguese Red,Adega de Favaios
Italy,del Comune di Serralunga d'Alba,90,75.0,Piedmont,Nebbiolo,Alessandro Rivetto
US,Soul Shaker Cass Vineyard,90,64.0,California,Bordeaux-style Red Blend,Ascension Cellars
US,Estate Grown,90,18.0,California,GewÃ¼rztraminer,Balletto
Italy,Sottocastello di Novello,90,75.0,Piedmont,Nebbiolo,Ca' Viola
Italy,Bricco Rocca,90,42.0,Piedmont,Nebbiolo,Cascina Ballarin
Italy,Sil Nizza,90,18.0,Piedmont,Barbera,Cascina Liuzzi
Spain,Sin Palabras CastrovaldÃ©s,90,20.0,Galicia,AlbariÃ±o,Castro Brey
US,Estate Grown,90,40.0,California,Pinot Noir,Chamisal Vineyards
France,PrieurÃ© de CÃ©nac,90,25.0,Southwest France,Malbec,ChÃ¢teau Saint-Didier-Parnac
Portugal,Contraste Branco,90,19.0,Douro,Portuguese White,Conceito Vinhos
US,Estate,90,18.0,Oregon,GewÃ¼rztraminer,David Hill
US,CuvÃ©e Luke Saralee's Vineyard,90,30.0,California,RhÃ´ne-style White Blend,Davis Family
France,La Croix d'Argon,90,13.0,Southwest France,Red Blend,Domaine d'Arton
France,Vaillons Premier Cru,90,45.0,Burgundy,Chardonnay,Domaine GÃ©rard Duplessis
Germany,Graacher Himmelreich SpÃ¤tlese,90,30.0,Mosel,Riesling,Dr. Heidemanns-Bergweiler
US,Laki's Vineyard Estate,90,111.0,California,Cabernet Sauvignon,Eleven Eleven
Italy,Bricco dei Merli,90,35.0,Piedmont,Barbera,Elvio Cogno
US,Estate,90,32.0,Oregon,Tempranillo,Folin Cellars
Italy,Marasco,90,88.0,Piedmont,Nebbiolo,Franco M. Martinetti
US,Backbone,90,57.0,Oregon,Pinot Noir,King Estate
US,Campbell McKinney Vineyard,90,34.0,California,Grenache,Kobler
US,Truffle Hill,90,24.0,Oregon,Chardonnay,Left Coast Cellars
Italy,Fraschin,90,45.0,Piedmont,Nebbiolo,Manzone Fratelli
Italy,Pressenda,90,74.0,Piedmont,Nebbiolo,Marziano Abbona
Australia,Applejack Vineyard,88,42.0,Victoria,Pinot Noir,Giant Steps
Argentina,Grande Reserve,88,25.0,Mendoza Province,Malbec,Domaine Jean Bousquet
France,Le Pierrier,88,35.0,Loire Valley,Sauvignon Blanc,Domaine Thomas & Fils
US,The Mariner,88,45.0,California,Meritage,Dry Creek Vineyard
France,CuvÃ©e Silice,88,25.0,Loire Valley,Sauvignon Blanc,Francis Blanchet
Italy,Mondoca di Bussia,88,80.0,Piedmont,Nebbiolo,Germano Angelo
US,Estate Vineyard,88,22.0,California,GewÃ¼rztraminer,Gundlach Bundschu
France,CuvÃ©e C.M.,88,28.0,Loire Valley,Sauvignon Blanc,Jean-Max Roger
US,Estate,88,25.0,California,Pinot Noir,Laetitia
US,DiversitÃ©,88,48.0,Oregon,Pinot Noir,Le Cadeau
US,Estate,88,19.0,California,Viognier,Lucas & Lewellen
Croatia,Riserva R5,88,19.0,North Dalmatia,White Blend,Bibich
Italy,Villero,88,77.0,Piedmont,Nebbiolo,Boroli
US,Stainless,88,18.0,California,Chardonnay,Chamisal Vineyards
US,Sarah Jane's Block Reserve,88,65.0,Oregon,Pinot Noir,Coeur de Terre
US,Estate Grown,88,25.0,California,Chardonnay,Cuvaison
US,Spire,88,48.0,California,Pinot Noir,Cuvaison
Spain,Made With Organic Grapes,88,11.0,Central Spain,Tempranillo,Venta Morales
US,Estate Grown,90,55.0,California,Cabernet Sauvignon,Korbin Kameron
Spain,Leopardi Brut Nature Gran Reserva,90,35.0,Catalonia,Sparkling Blend,Llopart
Bulgaria,Elenovo Nova Zagora,90,26.0,Thracian Valley,Mavrud,Edoardo Miroglio
US,Sangiacomo Green Acres Hill,90,46.0,California,Chardonnay,Eric Kent
US,Bien Nacido Vineyard,90,55.0,California,Pinot Noir,Fess Parker
US,Lust,90,27.0,New York,Pinot Noir,Inspire Moore
US,En Hommage,90,28.0,Washington,Syrah,Kevin White
US,D,90,36.0,California,Sauvignon Blanc,Margerum
US,1105,90,48.0,California,Red Blend,MCV
US,Olivet Lane,90,60.0,California,Chardonnay,Merry Edwards
Canada,Reserve,90,24.0,British Columbia,Riesling,Mission Hill
US,Estate Grown,90,42.0,California,Cabernet Franc,Monticello Vineyards
US,Nance's Vineyard,90,39.0,California,Zinfandel,Ousterhout
US,Redwood Ranch,90,25.0,California,Sauvignon Blanc,Ousterhout
US,Damn Straight,90,40.0,Washington,Bordeaux-style Red Blend,Plumb Cellars
Slovenia,Brutus,90,40.0,Goriska Brda,Ribolla Gialla,Principiano Ferdinando
Spain,ViÃ±a AB Amontillado Seco,90,26.0,Andalucia,Palomino,GonzÃ¡lez Byass
Italy,Riserva,90,25.0,Tuscany,Red Blend,Il Brunone
US,Harvest,86,18.0,California,Red Blend,The Naked Grape
South Africa,Schaapenberg Vineyard Reserve,86,35.0,Stellenbosch,Sauvignon Blanc,Vergelegen
Argentina,Brutal,86,26.0,Mendoza Province,TorrontÃ©s,Via Revolucionaria
Argentina,Familia Navarro Torrre Grand Gold Medal,86,39.0,Other,Malbec-Cabernet Sauvignon,Bodega Las CaÃ±itas
South Africa,Barrelman's Select,86,11.0,Western Cape,Sauvignon Blanc,Fat Barrel
US,SalutÃ©,85,15.0,California,Red Blend,Rubino Estates Winery
France,BÃ©lingard,85,9.0,Southwest France,RosÃ©,ChÃ¢teau BÃ©lingard
France,Les Petits ClÃ©ment Merlot Duras,85,16.0,Southwest France,Red Blend,ChÃ¢teau ClÃ©ment Termes
Portugal,Oceanus Touriga Nacional-Cabernet Sauvignon,85,11.0,Tejo,Portuguese Red,Fiuza
France,Pigmentum Malbec,85,12.0,Southwest France,RosÃ©,Georges Vigouroux
France,Les Terrasses,85,14.0,Southwest France,Malbec,Rigal
Italy,Monopolio,85,10.0,Veneto,Garganega,Cantina di Gambellara
Argentina,Nuna Estate,85,13.0,Mendoza Province,White Blend,Chakana
Portugal,Encosta da Vinha,85,10.0,DÃ£o,Portuguese Red,Boas Quintas
South Africa,Crocodile's Lair Kaaimansgat,85,20.0,Overberg,Chardonnay,Bouchard Finlayson
Argentina,Eggo Tinta de Tiza,85,30.0,Mendoza Province,Bordeaux-style Red Blend,Zorzal
Spain,ColecciÃ³n Vivanco Dulce de Invierno Late Harvest,85,50.0,Northern Spain,Red Blend,Vivanco
South Africa,The Game Reserve,85,16.0,Robertson,Sauvignon Blanc,Graham Beck
France,Bastide de Beauvert,85,11.0,RhÃ´ne Valley,RhÃ´ne-style Red Blend,Les Vignobles Foncalieu
Argentina,Cruzat Brut RosÃ© MÃ©thodo Tradicional,85,15.0,Mendoza Province,Sparkling Blend,Cruzat
US,Cross Creek Vineyard,85,65.0,California,Cabernet Sauvignon,Spann Vineyards
Bulgaria,Veni Vidi Vici,85,9.0,Thracian Valley,Chardonnay,Vini
Israel,Admon Vineyard,85,30.0,Galilee,Chardonnay,Carmel
Spain,HerÃ¨ncia del PadrÃ­,89,26.0,Catalonia,Red Blend,Bernard Magrez
US,La Presa Vineyard,89,25.0,California,Riesling,Kaena
US,Bien Nacido,89,36.0,California,Chardonnay,La FenÃªtre
France,La Demoiselle de Laballe,89,14.0,Southwest France,Gros Manseng,Laudet
Italy,Ad Astra,89,23.0,Tuscany,Red Blend,Nittardi
Italy,Oliviero Toscani,89,28.0,Tuscany,Red Blend,OT
US,The Truant,89,36.0,California,G-S-M,Prospect 772
US,Reserve RÃªve Estate,89,45.0,Oregon,Pinot Noir,Provincial Vineyards
Italy,Cerviolo,89,45.0,Tuscany,Red Blend,San Fabiano Calcinaia
Chile,1865 Single Vineyard,89,20.0,Cachapoal Valley,Syrah,San Pedro
US,Grande CuvÃ©e,89,28.0,Oregon,Pinot Noir,SolÃ©na
Italy,Scipio,89,110.0,Tuscany,Cabernet Franc,Tenuta Sette Cieli
Chile,La Capilla Single Vineyard,89,25.0,Colchagua Valley,Cabernet Sauvignon,Viu Manent
US,Grenache,89,18.0,Oregon,RosÃ©,Abacela
US,Faith,89,39.0,California,Red Blend,Aver Family Vineyards
Italy,I Sodi di San NiccolÃ²,89,90.0,Tuscany,Red Blend,Castellare di Castellina
Portugal,Alma Grande Reserva,89,18.0,Douro,Portuguese Red,Caves Velhas
Portugal,D. Fuas Reserva,89,7.0,Terras do DÃ£o,Portuguese Red,Caves Velhas
Portugal,Magna Carta Reserva,89,17.0,Alentejano,Portuguese Red,Caves Velhas
Chile,Justo,89,17.0,Leyda Valley,Sauvignon Blanc,Claro
France,CSV,89,20.0,Southwest France,White Blend,Clos Troteligotte
Italy,Tradizione,87,87.0,Tuscany,Sangiovese,Tenuta Vitanza
US,Copeland Vineayard,87,28.0,Washington,Cabernet Sauvignon,Two Mountain
US,Intrepide,87,36.0,Washington,Bordeaux-style Red Blend,Ott & Murphy
France,Les Hauts de Larrivet Haut-Brion,87,35.0,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Larrivet Haut-Brion
France,Dame de Coeur,87,30.0,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Peyfaures
US,Serres Ranch,87,28.0,California,Bordeaux-style Red Blend,Highway 12
Italy,Greppicante,87,20.0,Tuscany,Red Blend,I Greppi
US,Syzygy,87,32.0,California,Red Blend,Entropy Cellars
US,Canoe Ridge Vineyard,87,28.0,Washington,Merlot,Chateau Ste. Michelle
US,Cockburn Ranch Vineyard,87,26.0,Washington,Syrah,College Cellars
US,Estate,87,32.0,California,Sauvignon Blanc,Coquerel Family Wine Estates
US,Bogle Vineyards,87,11.0,California,Cabernet Sauvignon,Bogle
US,Reserve Nellie Mae,87,26.0,Washington,RhÃ´ne-style White Blend,Cairdeas
US,Lot 423,87,19.0,California,Syrah,Cameron Hughes
US,Amatino,87,22.0,Idaho,Red Blend,Fujishin
US,Bona Vita,87,28.0,Washington,Bordeaux-style Red Blend,Hamilton
US,Buttner Vineyard,87,28.0,California,Pinot Blanc,Las Positas
US,Cellar 1879 Blend,87,25.0,California,Red Blend,Markham
US,Estate,87,18.0,New York,GewÃ¼rztraminer,Rooster Hill
US,Block 007 Estate Vineyard,87,25.0,California,Cabernet Sauvignon,Pedroncelli
France,Mission St Vincent RÃ©serve,87,10.0,Bordeaux,Bordeaux-style Red Blend,Producta Vignobles
US,Circle S Vineyard,90,70.0,California,Cabernet Sauvignon,Tetra
US,Dry,90,25.0,California,Riesling,Trefethen
Italy,Rosato,90,36.0,Sicily & Sardinia,Nerello Mascalese,Girolamo Russo
Australia,The Dead Arm,90,65.0,South Australia,Shiraz,D'Arenberg
US,Symphonia,90,50.0,California,Cabernet Sauvignon,Levendi
US,Estate,90,22.0,California,MourvÃ¨dre,Morse
US,"Estate Grown, Produced and Bottled",90,26.0,California,Barbera,Naggiar
US,Howell Mountain,90,80.0,California,Red Blend,Paraduxx
Chile,Amplus One,90,24.0,Peumo,Red Blend,Santa Ema
Spain,Reserva,90,21.0,Northern Spain,Tempranillo Blend,Beronia
US,Version Red Anna's Vineyard Reserve,90,50.0,California,RhÃ´ne-style Red Blend,Adelaida Cellars
US,Bailey Ranch Riserva,90,40.0,California,Zinfandel,Bella Luna
US,Made with Organically Grown Grapes,90,22.0,California,Syrah,Chacewater
Germany,Thanisch Kabinett,90,30.0,Mosel,Riesling,Dr. H. Thanisch (Erben Thanisch)
US,Del Arroyo Vineyard,90,50.0,California,Cabernet Franc,Occasio
US,Topaz ImpÃ©rial RosÃ©,90,37.0,New York,Champagne Blend,Sparkling Pointe
US,Stymie Founder's Reserve,90,42.0,California,Merlot,Steele
Spain,Brut Reserva Special Edition,90,25.0,Catalonia,Sparkling Blend,TorellÃ³
France,En Pimont,90,45.0,Burgundy,Chardonnay,Au Pied du Mont Chauve
France,Vieilles Vignes,90,20.0,Loire Valley,Romorantin,BenoÃ®t Daridan
US,Geza's Selection,90,48.0,California,Pinot Noir,Buena Vista
Bulgaria,Nimbus Premium,90,28.0,Thracian Valley,Syrah,Castra Rubra
France,Les Brunettes et Planchots,90,80.0,Burgundy,Pinot Noir,ChÃ¢teau de Santenay
US,The Diva,90,45.0,California,Pinot Noir,Chateau Lettau
Spain,Lapola,90,36.0,Galicia,Godello,Dominio Do Bibei
Italy,Riserva,90,22.0,Tuscany,Sangiovese,Luiano
Spain,Valcortes Crianza,90,30.0,Northern Spain,Tempranillo,Maset del LleÃ³
Italy,Riserva,90,30.0,Tuscany,Red Blend,Salcheto
Italy,Il Palei,90,22.0,Tuscany,Sangiovese,Villa a Sesta
Italy,Riserva,90,28.0,Tuscany,Red Blend,Castello della Paneretta
US,Reserve,90,40.0,California,Cabernet Sauvignon,EOS
Italy,Maria di Brun,92,113.0,Piedmont,Nebbiolo,Ca'RomÃ¨
France,Vignoble d'E,92,30.0,Alsace,Riesling,Domaine Ostertag
Italy,Vigna del Gris,92,92.0,Piedmont,Nebbiolo,Conterno Fantino
Italy,Leon Riserva,92,75.0,Piedmont,Nebbiolo,Rivetto
US,Bedrock Vineyard,92,50.0,California,Zinfandel,Robert Biale
US,Estate Bottled,92,27.0,California,Chardonnay,Talley
Italy,CuvÃ©e Giulio I,92,49.0,Piedmont,Pinot Nero,Tosti
Portugal,SeleÃ§Ã£o do EnÃ³logo,92,11.0,DÃ£o,Portuguese Red,Pedra Cancela
Portugal,Vale de Cavalos,92,44.0,Douro,Portuguese Red,PoÃ§as
France,Schlossberg Grand Cru,92,24.0,Alsace,Riesling,Joseph Fritsch
US,Late Harvest,92,15.0,Washington,Riesling,Kiona
US,Tierra Alta Vineyard,92,35.0,California,Syrah,Comartin
US,Lone Oak Vineyard Estate,92,33.0,California,Cabernet Sauvignon,Cooper-Garrod
US,Collaboration Series Force Majeure Vineyard,92,75.0,Washington,Cabernet Sauvignon,Force Majeure
US,CuvÃ©e Jeanne Marie Williamson-Dore Vineyard,92,40.0,California,RhÃ´ne-style Red Blend,Foxen
Chile,Tralca,92,100.0,Colchagua Valley,Red Blend,ViÃ±a Bisquertt
US,Underwood Mountain,92,21.0,Washington,Riesling,Savage Grace
US,Portolan,92,80.0,California,Red Blend,Sextant
US,Avansino Grand Reserve,92,28.0,Washington,Cabernet Sauvignon,Arbor Crest
US,Sun Chase Vineyard,92,40.0,California,Chardonnay,Evening Land
Italy,Munjebel Bianco 9,92,40.0,Italy Other,White Blend,Frank Cornelissen
Italy,SorÃ¬ Tildin,92,500.0,Piedmont,Red Blend,Gaja
France,JubilÃ©Ã©,92,55.0,Alsace,GewÃ¼rztraminer,Hugel
Argentina,Bramare,93,40.0,Mendoza Province,Malbec,ViÃ±a Cobos
US,Silhouette,93,65.0,California,Chardonnay,Merryvale
France,Crouzeilles-CÃ´te Abeilles,93,65.0,Southwest France,Tannat-Cabernet,Producteurs Plaimont
US,Sullivan Vineyard Dutton Ranch,93,51.0,California,Chardonnay,The Calling
France,CuvÃ©e 946,93,50.0,Provence,RosÃ©,ChÃ¢teau Gassier
France,Jadis,93,34.0,Provence,RosÃ©,ChÃ¢teau Grand Boise
France,Grande CuvÃ©e No. 8,93,30.0,Provence,RosÃ©,ChÃ¢teau les Valentines
France,Inspire,93,40.0,Provence,RosÃ©,ChÃ¢teau Roubine
US,Sage Vineyard,93,45.0,California,Sauvignon Blanc,Darioush
US,The Maneater Derby Vineyard,93,32.0,California,Red Blend,Derby
US,RÃ©colte Grand Cru,93,125.0,Oregon,Chardonnay,Domaine Serene
US,Sycamore Vineyard,93,150.0,California,Cabernet Sauvignon,Freemark Abbey
US,Seven Pillars Jess' Block,93,60.0,California,Syrah,Hard Six Cellars
US,Domaine,93,70.0,Oregon,Pinot Noir,King Estate
Spain,Almancenista JosÃ© Luis GonzÃ¡lez ObregÃ³n Amontillado del Puerto,93,30.0,Andalucia,Sherry,Lustau
US,Balcombe Vineyard Block 1B,93,60.0,Oregon,Pinot Noir,Patricia Green Cellars
US,Schwarze Vineyard Brut,93,80.0,California,Sparkling Blend,Schramsberg
France,ChÃ¢teau BouscassÃ© Menhir,93,25.0,Southwest France,Tannat-Merlot,Vignobles Brumont
US,Flocchini Vineyard Petaluma Gap,93,32.0,California,Syrah,Waxwing
US,Deja Vu,93,60.0,California,Pinot Noir,Babcock
US,Top Cream Babcock Vineyard,93,45.0,California,Chardonnay,Babcock
US,Temperance Hill Vineyard,93,60.0,Oregon,Pinot Noir,BergstrÃ¶m
US,King Ridge Vineyard,93,80.0,California,Pinot Noir,Blue Farm
US,Jasper,93,85.0,California,Pinot Noir,Challen
France,Le Monde on Parle,89,18.0,Southwest France,Duras,Domaine des Terrisses
Chile,Marques de Casa Concha,89,22.0,Leyda Valley,Sauvignon Blanc,Concha y Toro
Spain,Hisenda Miret MicrocuvÃ©e Garnatxa,89,50.0,Catalonia,Garnacha,ParÃ©s BaltÃ 
US,Estate Infrared,89,31.0,California,RhÃ´ne-style Red Blend,Fenestra
Germany,Schwarzer Adler,89,25.0,Baden,Pinot Gris,Franz Keller
Italy,Inferno,89,27.0,Lombardy,Red Blend,Nino Negri
US,Brut CuvÃ©e,89,25.0,California,Sparkling Blend,Laetitia
Italy,D'Aria,89,22.0,Tuscany,Red Blend,Leopoldo I di Toscana
