country,wine_type,price_dollars,ratings_points
Chile,Sauvignon Blanc,13,88
US,Primitivo,24,91
Italy,Turbiana,25,91
US,Syrah,36,91
Germany,Riesling,18,91
US,RhÃ´ne-style White Blend,28,91
Portugal,Arinto,40,91
France,Chardonnay,78,91
US,Zinfandel,43,91
France,Pinot Noir,65,91
US,Chardonnay,44,91
US,Pinot Noir,56,91
France,Viognier,30,91
US,RhÃ´ne-style Red Blend,48,91
Portugal,Portuguese Red,22,91
France,Bordeaux-style Red Blend,40,91
US,Riesling,19,91
US,Chardonnay,64,91
France,Pinot Noir,74,91
Italy,Turbiana,24,91
US,Pinot Noir,63,88
Spain,Tempranillo,14,88
Argentina,Cabernet Sauvignon,21,88
Italy,Nebbiolo,50,88
Italy,Nebbiolo,80,88
US,Pinot Noir,48,88
France,Sauvignon Blanc,22,88
US,Pinot Noir,16,88
Argentina,Malbec,28,88
US,Pinot Noir,35,88
US,Pinot Noir,40,88
US,Pinot Noir,48,88
France,Melon,12,88
Italy,Nebbiolo,55,88
US,Viognier,30,88
US,Pinot Gris,23,88
Spain,Moscatel,30,88
Italy,Nebbiolo,35,88
Italy,Carricante,24,90
US,Pinot Noir,40,90
Hungary,White Blend,16,90
US,Cabernet Sauvignon,40,90
US,RhÃ´ne-style Red Blend,36,90
US,Zinfandel,65,90
US,Pinot Noir,49,90
US,Cabernet Sauvignon,44,90
Italy,Red Blend,39,90
US,Grenache,16,90
Germany,Silvaner,22,90
US,Pinot Noir,45,90
France,Sylvaner,15,90
US,Pinot Noir,48,90
US,Zinfandel,24,90
US,Red Blend,95,90
Spain,Tempranillo Blend,26,90
Spain,Tempranillo Blend,32,90
US,Zinfandel,24,90
Germany,Schwartzriesling,25,90
US,Merlot,12,90
France,Chardonnay,50,90
US,RhÃ´ne-style Red Blend,42,90
US,Champagne Blend,72,90
US,Sangiovese-Syrah,66,90
France,White Blend,32,90
Spain,Red Blend,90,90
Spain,Red Blend,33,90
US,Chardonnay,45,90
US,Pinot Noir,30,90
US,Cabernet Sauvignon,65,90
US,Cabernet Franc,125,90
US,Red Blend,38,90
Spain,Red Blend,32,90
US,Cabernet Sauvignon,55,90
US,Pinot Noir,85,90
US,Red Blend,48,90
US,Syrah,16,90
Hungary,Furmint,26,90
Argentina,Malbec,30,90
US,Pinot Gris,28,90
Argentina,Malbec,24,90
US,Zinfandel,33,90
France,Bordeaux-style White Blend,13,90
France,Melon,16,90
France,Malbec-Merlot,50,90
France,Bordeaux-style Red Blend,19,90
US,RhÃ´ne-style Red Blend,50,90
US,Pinot Noir,50,90
Italy,Nebbiolo,35,90
US,Chardonnay,30,90
Germany,Pinot Blanc,25,90
US,Cabernet Sauvignon,40,90
Spain,MencÃ­a,55,90
Portugal,Portuguese Red,100,90
US,Sauvignon Blanc,32,93
US,Chardonnay,40,93
New Zealand,Pinot Noir,63,92
France,Gros Manseng,26,92
France,RosÃ©,45,92
France,Tannat,25,92
US,Pinot Noir,75,92
US,Pinot Noir,95,92
US,Cabernet Sauvignon,42,92
Austria,GrÃ¼ner Veltliner,17,92
US,Grenache,35,92
Austria,GrÃ¼ner Veltliner,18,92
US,Pinot Gris,28,92
US,Pinot Noir,54,92
US,Tempranillo,40,92
US,Pinot Noir,68,92
France,RosÃ©,59,92
France,Red Blend,28,92
US,Sparkling Blend,80,92
US,Chardonnay,63,92
US,Cabernet Franc-Merlot,40,92
US,Zinfandel,50,92
US,Zinfandel,34,92
Italy,Sangiovese,149,85
US,Bordeaux-style Red Blend,26,85
Argentina,TorrontÃ©s,16,85
France,Malbec,9,85
Argentina,Malbec,12,84
US,Sauvignon Blanc-Semillon,15,84
Portugal,Alvarinho,13,84
Portugal,Portuguese White,12,84
France,RhÃ´ne-style White Blend,14,84
Argentina,Bordeaux-style Red Blend,12,84
Spain,Red Blend,9,84
Portugal,Portuguese Sparkling,10,84
US,White Blend,35,84
France,Bordeaux-style White Blend,12,84
Argentina,Chenin Blanc,17,84
South Africa,Chenin Blanc,20,84
South Africa,Chenin Blanc,9,84
Spain,Macabeo,14,84
Portugal,RosÃ©,10,84
Portugal,Portuguese White,10,84
US,Syrah,35,92
US,Chardonnay,32,92
US,Bordeaux-style Red Blend,56,92
US,Merlot,39,92
US,Syrah,40,92
US,Sauvignon Blanc,20,92
US,Syrah,48,92
France,Riesling,14,91
France,GewÃ¼rztraminer,38,91
Chile,Syrah,20,91
US,Chardonnay,40,91
US,Tempranillo,26,91
Chile,Red Blend,22,91
US,Syrah,30,91
Portugal,Portuguese Red,58,91
France,Bordeaux-style White Blend,35,91
US,Chardonnay,15,91
Portugal,Portuguese Red,22,91
France,Riesling,36,91
US,Chardonnay,25,87
US,Sauvignon Blanc,22,87
US,Zinfandel,25,87
US,RhÃ´ne-style Red Blend,32,87
US,Chardonnay,35,87
Argentina,Malbec,18,87
Italy,Sangiovese,140,87
Italy,Sangiovese,60,87
Italy,Red Blend,25,87
Italy,Sangiovese,138,87
US,Red Blend,35,87
US,White Blend,23,87
France,Bordeaux-style Red Blend,19,87
US,Sparkling Blend,19,87
US,White Blend,19,87
US,Zinfandel,48,87
US,GewÃ¼rztraminer,20,87
US,Red Blend,26,87
US,Syrah,60,87
US,Grenache Blanc,25,87
France,Champagne Blend,66,91
France,Champagne Blend,75,91
Italy,Red Blend,25,90
US,Cabernet Sauvignon,40,90
US,Merlot,95,90
US,Pinot Noir,48,90
US,Pinot Noir,48,90
US,Zinfandel,50,90
US,Chardonnay,28,90
US,Pinot Noir,60,90
France,Champagne Blend,50,90
France,Bordeaux-style Red Blend,55,90
Italy,Turbiana,19,90
US,Cabernet Sauvignon,50,90
Portugal,Portuguese White,18,90
Portugal,Portuguese Red,15,90
US,Red Blend,54,90
US,RhÃ´ne-style Red Blend,35,90
US,Chardonnay,45,90
Germany,Riesling,31,90
Germany,Riesling,35,90
Germany,Riesling,18,90
Germany,SpÃ¤tburgunder,60,90
US,Riesling,25,88
US,MourvÃ¨dre,25,88
US,Sparkling Blend,30,88
US,Pinot Noir,60,88
Italy,Merlot,65,88
Italy,Red Blend,19,88
Italy,Red Blend,28,88
Chile,Pinot Noir,20,88
US,RosÃ©,27,88
Italy,Merlot,120,88
France,Bordeaux-style Red Blend,15,88
Chile,Merlot,12,88
US,Chardonnay,35,88
France,Bordeaux-style White Blend,16,88
France,Red Blend,45,88
Italy,Ciliegiolo,22,88
Chile,Cabernet Sauvignon-CarmenÃ¨re,44,88
Chile,Pinot Noir,20,88
Italy,Merlot,110,88
Italy,Red Blend,26,88
US,Red Blend,40,88
Chile,Cabernet Franc,35,88
US,RhÃ´ne-style Red Blend,36,88
Spain,Tempranillo,15,88
Portugal,Portuguese Red,20,88
US,Pinot Noir,60,88
Portugal,Portuguese Red,12,88
US,Zinfandel,25,88
Croatia,Posip,20,88
Romania,Merlot,9,88
US,Petite Sirah,37,88
US,Sauvignon Blanc,25,88
US,RhÃ´ne-style White Blend,26,88
Portugal,Portuguese White,12,88
Portugal,RosÃ©,20,88
US,Sauvignon Blanc,10,88
US,Pinot Noir,42,88
Spain,Tempranillo Blend,16,88
Spain,Red Blend,30,88
Spain,Tempranillo Blend,25,88
Spain,Tempranillo Blend,15,88
Chile,CarmenÃ¨re,15,90
France,Chardonnay,35,90
US,Sauvignon Blanc,18,90
US,Zinfandel,35,90
US,Chardonnay,35,90
US,Cabernet Franc,45,90
US,Sparkling Blend,65,90
US,Zinfandel,35,90
US,Pinot Noir,35,90
US,Zinfandel,38,90
US,RhÃ´ne-style Red Blend,40,90
Germany,Riesling,20,90
US,Syrah,34,90
France,Pinot Noir,55,90
France,Chardonnay,117,90
US,Pinot Noir,40,90
France,RosÃ©,15,90
US,Grenache,42,90
France,Pinot Noir,68,90
US,Chardonnay,40,90
Spain,White Blend,32,90
France,Pinot Noir,60,90
US,Pinot Noir,18,90
France,Auxerrois,32,90
France,Pinot Noir,20,90
Hungary,Furmint,25,90
US,Syrah,75,90
US,Cabernet Franc,21,90
France,Sauvignon Blanc,20,90
US,Pinot Noir,55,90
US,Zinfandel,48,90
Italy,Red Blend,50,90
US,Zinfandel,35,90
Moldova,Red Blend,31,90
Italy,Sangiovese,120,90
US,Pinot Noir,62,90
US,Syrah,65,90
US,Alicante Bouschet,36,90
Bulgaria,Pinot Noir,28,90
US,Cabernet Sauvignon,30,90
France,Sauvignon Blanc,30,90
France,Sauvignon Blanc,26,90
France,Sauvignon Blanc,50,90
New Zealand,Chardonnay,49,92
Argentina,Cabernet Sauvignon,50,92
Spain,Tempranillo,77,92
US,Syrah,35,92
Austria,GrÃ¼ner Veltliner,22,92
France,RosÃ©,45,92
France,RosÃ©,26,92
US,Pinot Noir,45,92
Austria,GrÃ¼ner Veltliner,15,92
US,Syrah,38,92
US,Chardonnay,45,92
Italy,Aglianico,40,92
US,RosÃ©,25,92
US,Sauvignon Blanc,32,92
US,Bordeaux-style Red Blend,35,92
France,Red Blend,28,92
Spain,Sherry,30,92
Austria,BlaufrÃ¤nkisch,25,92
Austria,Red Blend,15,92
US,Pinot Noir,65,92
Austria,Zweigelt,25,92
US,Chardonnay,55,90
US,RhÃ´ne-style White Blend,25,90
Italy,Nebbiolo,60,90
Italy,Nebbiolo,90,90
Israel,Cabernet Sauvignon,52,90
US,Pinot Noir,65,90
US,Viognier,20,90
US,Grenache,32,90
US,Cabernet Sauvignon,38,90
US,Zinfandel,45,90
Israel,Cabernet Sauvignon,40,90
Israel,Shiraz,22,90
Israel,Shiraz,15,90
US,Pinot Noir,19,90
Italy,Nebbiolo,75,90
US,Pinot Noir,60,90
Germany,SpÃ¤tburgunder,34,90
Spain,Tempranillo Blend,10,90
US,Cabernet Sauvignon,50,90
Germany,Riesling,36,90
Italy,Red Blend,24,90
Argentina,Malbec,30,90
Italy,Barbera,27,90
Germany,Riesling,22,90
US,Pinot Noir,36,90
US,Pinot Noir,44,90
France,RosÃ©,12,84
US,Malbec,20,84
Argentina,Cabernet Sauvignon,11,84
Portugal,Portuguese White,9,84
Portugal,Portuguese Red,10,84
Argentina,Syrah,11,84
France,RosÃ©,12,84
France,RosÃ©,11,84
Portugal,Arinto,12,84
Portugal,Portuguese White,22,84
Portugal,Portuguese Red,13,84
US,Bordeaux-style Red Blend,27,84
US,Red Blend,25,83
US,Zinfandel,34,83
US,Zinfandel,38,83
Portugal,CastelÃ£o,7,83
US,White Blend,23,83
US,Chardonnay,4,83
Argentina,Cabernet Sauvignon,12,83
US,Cabernet Sauvignon,200,91
Portugal,Portuguese Red,25,91
US,Red Blend,55,91
US,Cabernet Sauvignon,75,91
US,Cabernet Sauvignon,50,91
US,Sauvignon Blanc,14,91
US,Sauvignon Blanc,26,91
France,Riesling,53,91
France,Riesling,17,91
US,Zinfandel,50,91
US,Syrah,16,91
Italy,Nebbiolo,65,91
France,Bordeaux-style Red Blend,35,91
France,Bordeaux-style Red Blend,50,91
France,Bordeaux-style Red Blend,16,91
France,Bordeaux-style Red Blend,16,91
US,Malbec,30,91
US,GewÃ¼rztraminer,22,91
US,Zinfandel,30,91
US,Red Blend,15,91
Portugal,Portuguese Red,20,91
Chile,Red Blend,85,91
US,Barbera,28,87
Spain,Godello,18,87
Spain,Godello,20,87
Spain,Tempranillo Blend,30,87
Spain,Tempranillo Blend,20,87
Argentina,Cabernet Sauvignon,20,87
Argentina,Bordeaux-style Red Blend,19,87
US,Bordeaux-style Red Blend,24,87
US,Riesling,13,87
US,Pinot Noir,44,87
US,Chardonnay,26,87
Italy,Red Blend,30,87
US,Pinot Noir,55,90
Germany,Riesling,18,90
US,Chardonnay,35,90
Italy,Sauvignon,25,90
Italy,Sauvignon,19,90
Italy,Pinot Grigio,25,90
US,Merlot,28,90
Germany,SpÃ¤tburgunder,26,90
Germany,Riesling,18,90
Germany,Riesling,16,90
Chile,Syrah,60,90
Germany,Riesling,30,90
Germany,Riesling,30,90
US,Pinot Noir,55,90
Italy,Turbiana,20,90
France,Malbec,44,90
France,Gamay,30,90
Chile,Syrah,25,90
US,Pinot Noir,30,90
US,Cabernet Sauvignon,55,90
Chile,Cabernet Franc,25,90
Spain,Sparkling Blend,16,88
Spain,Red Blend,20,88
Spain,Sparkling Blend,18,88
US,Chardonnay,22,88
Spain,Tempranillo Blend,18,88
US,Pinot Noir,46,88
US,Pinot Noir,45,88
Spain,Red Blend,19,88
US,Cabernet Sauvignon,45,88
Portugal,Portuguese Red,8,88
US,Bordeaux-style Red Blend,135,88
France,Negrette,19,88
Chile,Syrah,28,88
Italy,Red Blend,35,88
Italy,Tempranillo,22,88
Italy,Red Blend,20,88
Portugal,Portuguese Red,10,88
US,Cabernet Sauvignon,75,88
US,Pinot Gris,15,88
US,Pinot Noir,40,88
US,Pinot Noir,40,88
Germany,Scheurebe,23,88
France,Red Blend,12,88
France,Sauvignon Blanc,23,88
France,RosÃ©,25,88
Argentina,Red Blend,18,88
Italy,Nebbiolo,90,88
Italy,Nebbiolo,58,88
US,Chardonnay,40,88
Argentina,Red Blend,25,88
US,Pinot Noir,72,88
US,Pinot Noir,42,88
Portugal,Portuguese Red,12,88
US,Pinot Noir,60,88
US,Pinot Noir,65,88
Spain,Rosado,13,88
Spain,Tempranillo Blend,120,88
Italy,Nebbiolo,99,88
US,Pinot Noir,50,88
Italy,Nebbiolo,75,88
US,Chardonnay,20,88
Spain,Tempranillo,10,87
US,Pinot Noir,44,87
France,Auxerrois,22,90
US,Pinot Noir,45,90
France,Pinot Noir,25,90
Spain,Tempranillo,40,90
US,Syrah,29,90
US,Bordeaux-style Red Blend,55,90
Germany,Riesling,40,90
US,Petit Verdot,24,90
US,Red Blend,48,90
US,Cabernet Sauvignon,60,90
Germany,Red Blend,21,90
Germany,Riesling,25,90
US,Carignane,28,90
Australia,Shiraz,25,90
US,Zinfandel,40,90
Germany,Riesling,25,90
Australia,Marsanne,33,90
Italy,Grillo,20,90
US,Pinot Noir,39,90
Italy,White Blend,20,90
Italy,Nerello Mascalese,30,90
US,Pinot Noir,48,92
US,Pinot Noir,27,92
France,Red Blend,99,92
US,Chardonnay,49,92
Austria,BlaufrÃ¤nkisch,24,92
France,RosÃ©,17,92
France,RosÃ©,48,92
Italy,Aglianico,45,92
US,Chardonnay,42,92
US,Cabernet Sauvignon,90,92
New Zealand,Chardonnay,34,92
US,Chardonnay,75,92
France,RosÃ©,52,92
Austria,Riesling,17,92
US,Syrah,35,92
US,RhÃ´ne-style Red Blend,48,92
US,Pinot Noir,55,92
France,RosÃ©,34,92
US,Syrah,36,92
France,RosÃ©,35,92
US,Pinot Noir,54,92
US,Pinot Noir,28,92
US,GewÃ¼rztraminer,25,90
US,Pinot Noir,55,90
US,Pinot Noir,60,90
US,Charbono,34,90
Croatia,Malvazija,20,90
Turkey,Kalecik Karasi,15,90
Italy,Sangiovese,28,90
Italy,Sangiovese,25,90
Spain,Tempranillo Blend,24,90
Italy,Red Blend,35,90
Spain,Sherry,34,90
France,RhÃ´ne-style Red Blend,16,89
Spain,Sparkling Blend,30,89
Italy,Red Blend,37,89
US,Viognier,14,89
Slovenia,Sauvignon Blanc,31,89
US,Red Blend,18,89
Italy,Red Blend,18,89
US,Red Blend,45,89
US,Cabernet Franc,28,89
US,Bordeaux-style Red Blend,22,89
US,Red Blend,20,89
France,Sauvignon Blanc,25,89
Slovenia,White Blend,18,89
Italy,Syrah,65,89
Italy,Sangiovese,48,89
France,Malbec-Merlot,16,90
France,Malbec-Merlot,21,90
US,Red Blend,40,90
US,Cabernet Sauvignon,75,90
Israel,Bordeaux-style Red Blend,50,90
Germany,Riesling,33,90
Germany,Riesling,18,90
Germany,Riesling,28,90
Germany,Pinot Blanc,18,90
US,Chardonnay,38,90
France,Sauvignon Blanc,25,90
Portugal,Moscatel,16,90
Germany,Riesling,24,90
France,Chardonnay,55,90
Italy,Nebbiolo,55,90
US,Carignane,28,90
US,RhÃ´ne-style Red Blend,35,90
Italy,Nebbiolo,103,90
Spain,Garnacha,8,83
US,Cabernet Sauvignon,35,83
Portugal,CastelÃ£o,11,83
Argentina,Sparkling Blend,23,83
Portugal,Portuguese White,10,82
Spain,Red Blend,13,82
Spain,Red Blend,10,82
US,Cabernet Sauvignon,65,82
Argentina,Red Blend,18,81
Italy,Sangiovese,200,99
Australia,Shiraz,125,98
US,Pinot Noir,75,98
Italy,Sangiovese,125,97
US,Cabernet Sauvignon,45,87
US,Cabernet Sauvignon,60,87
US,Merlot,18,87
US,Cabernet Sauvignon,54,87
US,Chardonnay,30,87
US,Malbec,30,87
US,Riesling,19,87
Argentina,Cabernet Sauvignon,19,86
US,Syrah,23,86
Italy,Sangiovese,85,86
Italy,White Blend,25,88
US,Chardonnay,9,88
Germany,Rivaner,16,88
France,RhÃ´ne-style White Blend,16,88
Spain,Sparkling Blend,25,88
France,RhÃ´ne-style Red Blend,10,88
US,Malbec,36,88
Spain,Tempranillo,12,88
France,RhÃ´ne-style Red Blend,16,88
Portugal,Portuguese White,13,88
Italy,Syrah,25,88
Spain,Trepat,24,88
US,Chardonnay,15,88
Chile,Sauvignon Blanc,15,88
Italy,Red Blend,15,88
US,RosÃ©,18,88
Italy,Red Blend,17,88
Italy,Sangiovese,30,88
Italy,Red Blend,16,88
US,Zinfandel,30,90
France,Champagne Blend,89,90
US,Zinfandel,34,90
Italy,Sauvignon,27,90
Germany,Riesling,68,90
US,Zinfandel,24,90
US,Pinot Noir,40,90
Italy,Pinot Bianco,16,90
Italy,Red Blend,30,90
France,Merlot,25,90
France,Pinot Noir,82,90
Germany,Pinot Noir,42,90
Italy,Trebbiano,34,90
US,RosÃ©,14,90
US,Petite Sirah,20,87
US,Pinot Noir,27,87
US,Pinot Noir,14,87
Italy,Nebbiolo,69,87
US,Meritage,45,87
Portugal,RosÃ©,11,87
France,Pinot Noir-Gamay,20,87
France,Melon,17,87
Argentina,Malbec,32,87
France,Sauvignon Blanc,16,87
US,Pinot Noir,65,87
US,Zinfandel,24,87
US,Cabernet Sauvignon,35,87
US,Chardonnay-Viognier,35,87
US,Chardonnay,45,87
US,Merlot,32,87
US,Cabernet Sauvignon,60,91
US,Bordeaux-style Red Blend,48,91
US,Syrah,38,91
Chile,Red Blend,71,91
US,Syrah-MourvÃ¨dre,42,91
Chile,Red Blend,45,91
US,Red Blend,19,91
Italy,Nebbiolo,65,91
Chile,Red Blend,19,91
India,Shiraz,12,91
Italy,Nebbiolo,105,91
US,Graciano,28,91
US,Grenache,32,91
US,Bordeaux-style Red Blend,60,91
US,Syrah,49,91
US,Sauvignon Blanc,14,91
Portugal,Portuguese Red,12,91
Portugal,Portuguese Red,47,91
US,Malbec,27,91
Chile,Red Blend,30,91
US,Red Blend,54,91
Italy,Nebbiolo,90,91
Italy,Nebbiolo,53,90
Italy,Nebbiolo,70,90
Italy,Nebbiolo,110,90
Italy,Nebbiolo,45,90
Italy,Nebbiolo,80,90
US,Pinot Noir,48,90
Portugal,Moscatel,137,90
US,Chardonnay,28,90
Israel,Cabernet Sauvignon-Merlot,16,90
US,Syrah,36,90
US,Syrah-Cabernet Sauvignon,60,90
US,Pinot Noir,70,90
Israel,Chardonnay,50,90
Germany,Pinot Noir,18,90
Germany,Riesling,20,90
US,Syrah,55,90
Austria,BlaufrÃ¤nkisch,22,92
US,Cabernet Sauvignon,85,92
Argentina,Malbec,40,92
New Zealand,Pinot Noir,65,92
Spain,Tempranillo,125,92
US,Pinot Noir,25,92
Austria,St. Laurent,20,92
US,Zinfandel,40,92
US,Pinot Noir,62,92
Spain,Tempranillo,37,92
New Zealand,Pinot Noir,61,92
Argentina,Cabernet Sauvignon,40,92
Austria,Riesling,20,92
US,Syrah,49,92
US,Red Blend,32,92
US,Cabernet Sauvignon,140,92
France,Provence red blend,38,92
France,Malbec-Merlot,34,92
France,RosÃ©,48,92
US,Syrah,41,92
Spain,Tempranillo,46,92
US,Sauvignon Blanc,40,92
US,Pinot Noir,90,92
US,Bordeaux-style Red Blend,125,92
US,Zinfandel,50,92
US,Zinfandel,45,92
France,Sylvaner,16,90
US,Zinfandel,38,90
US,Cabernet Sauvignon,90,90
France,Chardonnay,26,90
France,RosÃ©,16,90
Italy,Fiano,25,90
US,Barbera,32,90
Germany,Riesling,17,90
Australia,RosÃ©,25,90
US,Sauvignon Blanc,42,90
US,Pinot Gris,24,90
US,Red Blend,42,90
Spain,Sparkling Blend,25,90
US,Pinot Noir,48,90
US,Pinot Noir,55,90
US,Pinot Noir,25,90
Italy,Falanghina,20,90
Chile,Cabernet Sauvignon,30,90
US,Pinot Noir,45,90
US,Chardonnay,30,90
Italy,Nerello Mascalese,17,90
Germany,Lemberger,23,89
US,Sauvignon Blanc,25,89
Spain,Tempranillo,13,89
Australia,Marsanne,34,89
Spain,Tempranillo,25,89
France,Sauvignon Blanc,35,89
US,RosÃ©,20,89
France,Sauvignon Blanc,30,89
Italy,Sangiovese,65,89
US,Chardonnay,40,89
France,Sauvignon Blanc,25,89
France,Sauvignon Blanc,25,89
Macedonia,Vranec,20,89
Italy,Sangiovese,60,89
US,Riesling,16,89
Bulgaria,Red Blend,16,89
Spain,Tempranillo,23,89
Spain,Tempranillo,23,89
US,Red Blend,54,89
Italy,Sangiovese,20,89
US,Sparkling Blend,12,89
Bulgaria,Red Blend,20,89
Bulgaria,Red Blend,20,89
US,G-S-M,34,89
US,Merlot,30,89
US,Pinot Noir,90,97
US,Syrah,90,96
US,Syrah,40,96
US,Pinot Noir,85,96
France,Riesling,120,96
US,Pinot Noir,63,96
France,Riesling,64,96
Spain,Carignan,770,96
US,Pinot Noir,63,96
France,Pinot Gris,80,96
US,Pinot Noir,85,96
Australia,Cabernet-Shiraz,150,96
US,Riesling,20,86
Italy,Red Blend,18,86
US,Zinfandel,30,86
US,Cabernet Franc,27,86
US,Verdelho,16,86
US,Syrah,30,86
US,Chardonnay,36,86
Argentina,Malbec,21,86
Spain,Sherry,16,86
US,Cabernet Sauvignon-Merlot,26,86
US,Red Blend,11,86
US,Riesling,20,86
France,Bordeaux-style Red Blend,10,86
US,Pinot Noir,40,88
US,Pinot Noir,13,88
Portugal,Portuguese Red,8,88
US,Cabernet Franc,40,88
France,Red Blend,15,88
France,Malbec-Merlot,16,88
Italy,Red Blend,29,88
US,Red Blend,39,88
US,MourvÃ¨dre,28,88
Germany,Riesling,25,88
France,RhÃ´ne-style Red Blend,12,88
Spain,Sparkling Blend,19,88
Spain,Pedro XimÃ©nez,40,88
US,Red Blend,59,88
US,RhÃ´ne-style White Blend,22,88
Portugal,Portuguese Red,12,88
US,Sparkling Blend,14,88
US,Pinot Noir,27,88
US,Pinot Gris,20,88
Italy,Sangiovese,37,88
US,Malbec,30,88
US,Merlot,49,88
Chile,Sauvignon Blanc,18,88
Italy,Ciliegiolo,30,88
Lebanon,Red Blend,20,91
Portugal,Portuguese Red,20,91
France,Riesling,24,91
US,Cabernet Sauvignon,40,91
US,Cabernet Sauvignon,85,91
Italy,Nebbiolo,40,91
US,Cabernet Franc,28,91
US,White Blend,16,91
US,White Blend,32,91
Croatia,Red Blend,50,91
Portugal,Syrah,60,91
Portugal,Portuguese Red,35,91
US,Chardonnay,64,91
US,Chardonnay,40,91
US,Riesling,30,91
US,Riesling,17,91
US,Red Blend,35,91
Hungary,Furmint,20,91
Portugal,Portuguese Red,14,91
France,Riesling,27,91
Canada,Riesling,30,91
Portugal,Portuguese Red,10,91
Portugal,Merlot,25,91
US,Chardonnay,44,91
Germany,Riesling,30,90
Germany,Riesling,66,90
Germany,Riesling,17,90
Germany,Riesling,23,90
US,Chardonnay,50,90
France,Gamay,42,90
Portugal,Portuguese Red,16,90
US,RhÃ´ne-style White Blend,19,90
Germany,Riesling,20,90
Germany,Riesling,28,90
Germany,Pinot Noir,25,90
Germany,SpÃ¤tburgunder,37,90
Germany,Riesling,14,90
France,Pinot Noir,64,90
US,Red Blend,42,90
Italy,Pinot Bianco,29,90
Italy,Pinot Bianco,30,90
Portugal,Portuguese Red,30,90
Austria,Red Blend,28,92
Argentina,Malbec Blend,38,92
New Zealand,Sauvignon Blanc,29,92
US,Cabernet Sauvignon,118,92
Spain,Tempranillo,50,92
US,Cabernet Sauvignon,65,92
Spain,Tempranillo Blend,44,92
New Zealand,Pinot Noir,28,92
Austria,Weissburgunder,17,92
US,Chardonnay,45,92
Austria,GrÃ¼ner Veltliner,20,92
US,Chardonnay,38,92
US,Syrah,45,92
US,Zinfandel,50,92
US,Tempranillo,28,92
US,Primitivo,28,92
US,Cabernet Sauvignon,120,92
Austria,GrÃ¼ner Veltliner,25,92
US,Pinot Noir,65,92
US,Pinot Noir,49,92
Spain,Tinta de Toro,80,92
France,RosÃ©,65,92
US,Bordeaux-style Red Blend,16,87
Portugal,Portuguese Red,12,87
Italy,Nebbiolo,90,87
Spain,Red Blend,18,87
Australia,Pinot Noir,42,87
Spain,Tempranillo,10,87
Spain,Tinta de Toro,12,87
Portugal,Portuguese Red,12,87
US,Cabernet Sauvignon,42,87
France,Sauvignon Blanc,28,87
US,Sauvignon Blanc,13,87
France,Melon,12,87
US,Pinot Noir,57,87
Spain,Rosado,13,87
Portugal,Portuguese White,18,87
Italy,Nebbiolo,70,87
France,Cabernet Franc,16,87
France,Chenin Blanc,14,87
US,Merlot,18,87
Italy,Nebbiolo,50,87
France,Bordeaux-style White Blend,12,87
US,Cabernet Sauvignon,40,89
Italy,Sangiovese,44,89
Moldova,Red Blend,16,89
US,Bordeaux-style Red Blend,50,89
US,Chardonnay,40,89
Spain,AlbariÃ±o,18,89
Bulgaria,Ruen,15,89
US,GewÃ¼rztraminer,15,89
US,Malbec,24,89
France,RosÃ©,22,89
France,Roussanne,30,89
US,Cabernet Sauvignon,85,89
Serbia,Riesling,20,89
Serbia,Red Blend,40,89
US,Syrah,36,89
US,Viognier,37,89
US,Syrah,36,89
Italy,Nebbiolo,160,90
Israel,Cabernet Sauvignon,70,90
US,Pinot Noir,45,90
Portugal,Portuguese Red,16,90
France,Chardonnay,65,90
Portugal,Portuguese Red,12,90
Italy,Nebbiolo,105,90
Germany,Riesling,38,90
Italy,Nebbiolo,38,90
US,Pinot Noir,48,90
US,Chardonnay,35,90
US,Zinfandel,25,90
Portugal,Port,65,90
Portugal,Portuguese Red,13,90
US,Pinot Noir,50,90
US,Syrah,29,90
US,Cabernet Sauvignon,64,90
Germany,Silvaner,27,90
US,Red Blend,14,90
Italy,Nebbiolo,55,90
Italy,Nebbiolo,20,90
Spain,Tempranillo,40,90
US,Merlot,20,90
Argentina,Malbec,20,90
Spain,Tempranillo Blend,15,89
Italy,Fiano,30,89
Slovenia,White Blend,15,89
US,Pinot Noir,100,89
US,Sparkling Blend,19,89
Germany,Riesling,19,89
US,Pinot Noir,49,89
Spain,Tempranillo Blend,14,89
Germany,Riesling,17,89
US,Red Blend,25,89
US,Sauvignon Blanc,22,89
France,Pinot Noir,30,89
Italy,Catarratto,30,89
France,Pinot Blanc,14,89
France,Pinot Noir,28,89
France,Sylvaner,24,89
France,Auxerrois,24,89
France,White Blend,17,89
US,Cabernet Sauvignon,150,96
France,Alsace white blend,66,95
France,Riesling,38,95
France,Alsace white blend,50,95
US,Pinot Noir,45,95
US,Pinot Noir,50,95
France,Riesling,50,95
Italy,Sangiovese,65,95
France,Riesling,45,95
US,Pinot Noir,72,95
France,GewÃ¼rztraminer,90,95
France,Riesling,44,95
Italy,Sangiovese,120,95
US,Pinot Noir,82,95
US,Pinot Noir,58,95
Italy,Sangiovese,90,95
France,Pinot Gris,83,95
France,Pinot Gris,90,95
US,Chardonnay,25,86
US,Syrah,35,86
US,Red Blend,20,86
US,Pinot Noir,55,86
Italy,Red Blend,24,86
US,Bordeaux-style Red Blend,25,86
France,Sauvignon Blanc,15,86
Spain,Tempranillo,28,86
US,Chardonnay,14,86
US,Chardonnay,28,86
US,Petite Sirah,30,86
